Calculation1,Campus,City,Count,County/State/ Territory,Fall Term,School,Uad Uc Ethn 6 Cat,Pivot Field Values
OAKLAND HIGH SCHOOL52225,Los Angeles,Oakland,App,Alameda,1998,OAKLAND HIGH SCHOOL,African American,6
OAKLAND HIGH SCHOOL52225,Los Angeles,Oakland,Enr,Alameda,1998,OAKLAND HIGH SCHOOL,All,3
OAKLAND HIGH SCHOOL52225,Los Angeles,Oakland,Adm,Alameda,1998,OAKLAND HIGH SCHOOL,All,9
OAKLAND HIGH SCHOOL52225,Los Angeles,Oakland,App,Alameda,1998,OAKLAND HIGH SCHOOL,All,53
OAKLAND HIGH SCHOOL52225,Los Angeles,Oakland,App,Alameda,1996,OAKLAND HIGH SCHOOL,Asian,35
OAKLAND HIGH SCHOOL52225,Los Angeles,Oakland,App,Alameda,1996,OAKLAND HIGH SCHOOL,African American,6
OAKLAND HIGH SCHOOL52225,Los Angeles,Oakland,Enr,Alameda,1996,OAKLAND HIGH SCHOOL,All,7
OAKLAND HIGH SCHOOL52225,Los Angeles,Oakland,Adm,Alameda,1996,OAKLAND HIGH SCHOOL,All,15
OAKLAND HIGH SCHOOL52225,Los Angeles,Oakland,App,Alameda,1996,OAKLAND HIGH SCHOOL,All,42
OAKLAND HIGH SCHOOL52225,Los Angeles,Oakland,Adm,Alameda,1994,OAKLAND HIGH SCHOOL,Asian,7
OAKLAND HIGH SCHOOL52225,Los Angeles,Oakland,App,Alameda,1994,OAKLAND HIGH SCHOOL,Asian,26
OAKLAND HIGH SCHOOL52225,Los Angeles,Oakland,App,Alameda,1994,OAKLAND HIGH SCHOOL,African American,6
OAKLAND HIGH SCHOOL52225,Los Angeles,Oakland,Adm,Alameda,1994,OAKLAND HIGH SCHOOL,All,9
OAKLAND HIGH SCHOOL52225,Los Angeles,Oakland,App,Alameda,1994,OAKLAND HIGH SCHOOL,All,35
OAKLAND HIGH SCHOOL52225,Merced,Oakland,Adm,Alameda,2018,OAKLAND HIGH SCHOOL,Asian,9
OAKLAND HIGH SCHOOL52225,Merced,Oakland,App,Alameda,2018,OAKLAND HIGH SCHOOL,Asian,13
OAKLAND HIGH SCHOOL52225,Merced,Oakland,App,Alameda,2018,OAKLAND HIGH SCHOOL,Hispanic/ Latino,5
OAKLAND HIGH SCHOOL52225,Merced,Oakland,Adm,Alameda,2018,OAKLAND HIGH SCHOOL,African American,3
OAKLAND HIGH SCHOOL52225,Merced,Oakland,App,Alameda,2018,OAKLAND HIGH SCHOOL,African American,8
OAKLAND HIGH SCHOOL52225,Merced,Oakland,Enr,Alameda,2018,OAKLAND HIGH SCHOOL,All,4
OAKLAND HIGH SCHOOL52225,Merced,Oakland,Adm,Alameda,2018,OAKLAND HIGH SCHOOL,All,14
OAKLAND HIGH SCHOOL52225,Merced,Oakland,App,Alameda,2018,OAKLAND HIGH SCHOOL,All,26
OAKLAND HIGH SCHOOL52225,Merced,Oakland,Adm,Alameda,2017,OAKLAND HIGH SCHOOL,Asian,21
OAKLAND HIGH SCHOOL52225,Merced,Oakland,App,Alameda,2017,OAKLAND HIGH SCHOOL,Asian,25
OAKLAND HIGH SCHOOL52225,Merced,Oakland,Adm,Alameda,2017,OAKLAND HIGH SCHOOL,African American,10
OAKLAND HIGH SCHOOL52225,Merced,Oakland,App,Alameda,2017,OAKLAND HIGH SCHOOL,African American,12
OAKLAND HIGH SCHOOL52225,Merced,Oakland,Enr,Alameda,2017,OAKLAND HIGH SCHOOL,All,7
OAKLAND HIGH SCHOOL52225,Merced,Oakland,Adm,Alameda,2017,OAKLAND HIGH SCHOOL,All,31
OAKLAND HIGH SCHOOL52225,Merced,Oakland,App,Alameda,2017,OAKLAND HIGH SCHOOL,All,38
OAKLAND HIGH SCHOOL52225,Merced,Oakland,Enr,Alameda,2016,OAKLAND HIGH SCHOOL,Asian,7
OAKLAND HIGH SCHOOL52225,Merced,Oakland,Adm,Alameda,2016,OAKLAND HIGH SCHOOL,Asian,24
OAKLAND HIGH SCHOOL52225,Merced,Oakland,App,Alameda,2016,OAKLAND HIGH SCHOOL,Asian,32
OAKLAND HIGH SCHOOL52225,Merced,Oakland,Adm,Alameda,2016,OAKLAND HIGH SCHOOL,Hispanic/ Latino,3
OAKLAND HIGH SCHOOL52225,Merced,Oakland,App,Alameda,2016,OAKLAND HIGH SCHOOL,Hispanic/ Latino,7
OAKLAND HIGH SCHOOL52225,Merced,Oakland,Adm,Alameda,2016,OAKLAND HIGH SCHOOL,African American,4
OAKLAND HIGH SCHOOL52225,Merced,Oakland,App,Alameda,2016,OAKLAND HIGH SCHOOL,African American,8
OAKLAND HIGH SCHOOL52225,Merced,Oakland,Enr,Alameda,2016,OAKLAND HIGH SCHOOL,All,8
OAKLAND HIGH SCHOOL52225,Merced,Oakland,Adm,Alameda,2016,OAKLAND HIGH SCHOOL,All,32
OAKLAND HIGH SCHOOL52225,Merced,Oakland,App,Alameda,2016,OAKLAND HIGH SCHOOL,All,48
OAKLAND HIGH SCHOOL52225,Merced,Oakland,Adm,Alameda,2015,OAKLAND HIGH SCHOOL,Asian,10
OAKLAND HIGH SCHOOL52225,Merced,Oakland,App,Alameda,2015,OAKLAND HIGH SCHOOL,Asian,15
OAKLAND HIGH SCHOOL52225,Merced,Oakland,Adm,Alameda,2015,OAKLAND HIGH SCHOOL,Hispanic/ Latino,5
OAKLAND HIGH SCHOOL52225,Merced,Oakland,App,Alameda,2015,OAKLAND HIGH SCHOOL,Hispanic/ Latino,11
OAKLAND HIGH SCHOOL52225,Merced,Oakland,App,Alameda,2015,OAKLAND HIGH SCHOOL,African American,6
OAKLAND HIGH SCHOOL52225,Merced,Oakland,Adm,Alameda,2015,OAKLAND HIGH SCHOOL,All,18
OAKLAND HIGH SCHOOL52225,Merced,Oakland,App,Alameda,2015,OAKLAND HIGH SCHOOL,All,34
OAKLAND HIGH SCHOOL52225,Merced,Oakland,Adm,Alameda,2012,OAKLAND HIGH SCHOOL,Asian,10
OAKLAND HIGH SCHOOL52225,Merced,Oakland,App,Alameda,2012,OAKLAND HIGH SCHOOL,Asian,16
OAKLAND HIGH SCHOOL52225,Merced,Oakland,Enr,Alameda,2012,OAKLAND HIGH SCHOOL,All,4
OAKLAND HIGH SCHOOL52225,Merced,Oakland,Adm,Alameda,2012,OAKLAND HIGH SCHOOL,All,13
OAKLAND HIGH SCHOOL52225,Merced,Oakland,App,Alameda,2012,OAKLAND HIGH SCHOOL,All,22
OAKLAND HIGH SCHOOL52225,Merced,Oakland,Adm,Alameda,2011,OAKLAND HIGH SCHOOL,Asian,12
OAKLAND HIGH SCHOOL52225,Merced,Oakland,App,Alameda,2011,OAKLAND HIGH SCHOOL,Asian,20
OAKLAND HIGH SCHOOL52225,Merced,Oakland,Adm,Alameda,2011,OAKLAND HIGH SCHOOL,African American,3
OAKLAND HIGH SCHOOL52225,Merced,Oakland,App,Alameda,2011,OAKLAND HIGH SCHOOL,African American,6
OAKLAND HIGH SCHOOL52225,Merced,Oakland,Adm,Alameda,2011,OAKLAND HIGH SCHOOL,All,16
OAKLAND HIGH SCHOOL52225,Merced,Oakland,App,Alameda,2011,OAKLAND HIGH SCHOOL,All,28
OAKLAND HIGH SCHOOL52225,Merced,Oakland,Adm,Alameda,2010,OAKLAND HIGH SCHOOL,Asian,17
OAKLAND HIGH SCHOOL52225,Merced,Oakland,App,Alameda,2010,OAKLAND HIGH SCHOOL,Asian,32
OAKLAND HIGH SCHOOL52225,Merced,Oakland,App,Alameda,2010,OAKLAND HIGH SCHOOL,African American,5
OAKLAND HIGH SCHOOL52225,Merced,Oakland,Enr,Alameda,2010,OAKLAND HIGH SCHOOL,All,3
OAKLAND HIGH SCHOOL52225,Merced,Oakland,Adm,Alameda,2010,OAKLAND HIGH SCHOOL,All,19
OAKLAND HIGH SCHOOL52225,Merced,Oakland,App,Alameda,2010,OAKLAND HIGH SCHOOL,All,39
OAKLAND HIGH SCHOOL52225,Merced,Oakland,App,Alameda,2008,OAKLAND HIGH SCHOOL,Asian,31
OAKLAND HIGH SCHOOL52225,Merced,Oakland,Enr,Alameda,2008,OAKLAND HIGH SCHOOL,All,3
OAKLAND HIGH SCHOOL52225,Merced,Oakland,Adm,Alameda,2008,OAKLAND HIGH SCHOOL,All,29
OAKLAND HIGH SCHOOL52225,Merced,Oakland,App,Alameda,2008,OAKLAND HIGH SCHOOL,All,34
OAKLAND HIGH SCHOOL52225,Merced,Oakland,Adm,Alameda,2005,OAKLAND HIGH SCHOOL,Asian,10
OAKLAND HIGH SCHOOL52225,Merced,Oakland,App,Alameda,2005,OAKLAND HIGH SCHOOL,Asian,13
OAKLAND HIGH SCHOOL52225,Merced,Oakland,Adm,Alameda,2005,OAKLAND HIGH SCHOOL,All,13
OAKLAND HIGH SCHOOL52225,Merced,Oakland,App,Alameda,2005,OAKLAND HIGH SCHOOL,All,19
OAKLAND HIGH SCHOOL52225,Riverside,Oakland,Adm,Alameda,2016,OAKLAND HIGH SCHOOL,Asian,14
OAKLAND HIGH SCHOOL52225,Riverside,Oakland,App,Alameda,2016,OAKLAND HIGH SCHOOL,Asian,25
OAKLAND HIGH SCHOOL52225,Riverside,Oakland,App,Alameda,2016,OAKLAND HIGH SCHOOL,Hispanic/ Latino,7
OAKLAND HIGH SCHOOL52225,Riverside,Oakland,App,Alameda,2016,OAKLAND HIGH SCHOOL,African American,6
OAKLAND HIGH SCHOOL52225,Riverside,Oakland,Adm,Alameda,2016,OAKLAND HIGH SCHOOL,All,17
OAKLAND HIGH SCHOOL52225,Riverside,Oakland,App,Alameda,2016,OAKLAND HIGH SCHOOL,All,39
OAKLAND HIGH SCHOOL52225,Riverside,Oakland,Adm,Alameda,2014,OAKLAND HIGH SCHOOL,Asian,3
OAKLAND HIGH SCHOOL52225,Riverside,Oakland,App,Alameda,2014,OAKLAND HIGH SCHOOL,Asian,16
OAKLAND HIGH SCHOOL52225,Riverside,Oakland,Adm,Alameda,2014,OAKLAND HIGH SCHOOL,All,6
OAKLAND HIGH SCHOOL52225,Riverside,Oakland,App,Alameda,2014,OAKLAND HIGH SCHOOL,All,23
OAKLAND HIGH SCHOOL52225,Riverside,Oakland,Enr,Alameda,2013,OAKLAND HIGH SCHOOL,Asian,4
OAKLAND HIGH SCHOOL52225,Riverside,Oakland,Adm,Alameda,2013,OAKLAND HIGH SCHOOL,Asian,15
OAKLAND HIGH SCHOOL52225,Riverside,Oakland,App,Alameda,2013,OAKLAND HIGH SCHOOL,Asian,21
OAKLAND HIGH SCHOOL52225,Riverside,Oakland,Enr,Alameda,2013,OAKLAND HIGH SCHOOL,All,5
OAKLAND HIGH SCHOOL52225,Riverside,Oakland,Adm,Alameda,2013,OAKLAND HIGH SCHOOL,All,16
OAKLAND HIGH SCHOOL52225,Riverside,Oakland,App,Alameda,2013,OAKLAND HIGH SCHOOL,All,25
OAKLAND HIGH SCHOOL52225,Riverside,Oakland,Adm,Alameda,2012,OAKLAND HIGH SCHOOL,Asian,4
OAKLAND HIGH SCHOOL52225,Riverside,Oakland,App,Alameda,2012,OAKLAND HIGH SCHOOL,Asian,12
OAKLAND HIGH SCHOOL52225,Riverside,Oakland,Adm,Alameda,2012,OAKLAND HIGH SCHOOL,All,5
OAKLAND HIGH SCHOOL52225,Riverside,Oakland,App,Alameda,2012,OAKLAND HIGH SCHOOL,All,17
OAKLAND HIGH SCHOOL52225,Riverside,Oakland,Adm,Alameda,2011,OAKLAND HIGH SCHOOL,Asian,5
OAKLAND HIGH SCHOOL52225,Riverside,Oakland,App,Alameda,2011,OAKLAND HIGH SCHOOL,Asian,18
OAKLAND HIGH SCHOOL52225,Riverside,Oakland,App,Alameda,2011,OAKLAND HIGH SCHOOL,African American,7
OAKLAND HIGH SCHOOL52225,Riverside,Oakland,Adm,Alameda,2011,OAKLAND HIGH SCHOOL,All,9
OAKLAND HIGH SCHOOL52225,Riverside,Oakland,App,Alameda,2011,OAKLAND HIGH SCHOOL,All,28
OAKLAND HIGH SCHOOL52225,Riverside,Oakland,Adm,Alameda,2008,OAKLAND HIGH SCHOOL,Asian,9
OAKLAND HIGH SCHOOL52225,Riverside,Oakland,App,Alameda,2008,OAKLAND HIGH SCHOOL,Asian,15
OAKLAND HIGH SCHOOL52225,Riverside,Oakland,Adm,Alameda,2008,OAKLAND HIGH SCHOOL,African American,3
OAKLAND HIGH SCHOOL52225,Riverside,Oakland,Enr,Alameda,2008,OAKLAND HIGH SCHOOL,All,3
OAKLAND HIGH SCHOOL52225,Riverside,Oakland,Adm,Alameda,2008,OAKLAND HIGH SCHOOL,All,12
OAKLAND HIGH SCHOOL52225,Riverside,Oakland,App,Alameda,2008,OAKLAND HIGH SCHOOL,All,19
OAKLAND HIGH SCHOOL52225,Riverside,Oakland,Adm,Alameda,2007,OAKLAND HIGH SCHOOL,Asian,13
OAKLAND HIGH SCHOOL52225,Riverside,Oakland,App,Alameda,2007,OAKLAND HIGH SCHOOL,Asian,14
OAKLAND HIGH SCHOOL52225,Riverside,Oakland,Adm,Alameda,2007,OAKLAND HIGH SCHOOL,African American,3
OAKLAND HIGH SCHOOL52225,Riverside,Oakland,Adm,Alameda,2007,OAKLAND HIGH SCHOOL,All,18
OAKLAND HIGH SCHOOL52225,Riverside,Oakland,App,Alameda,2007,OAKLAND HIGH SCHOOL,All,20
OAKLAND HIGH SCHOOL52225,Riverside,Oakland,Adm,Alameda,2006,OAKLAND HIGH SCHOOL,Asian,11
OAKLAND HIGH SCHOOL52225,Riverside,Oakland,App,Alameda,2006,OAKLAND HIGH SCHOOL,Asian,13
OAKLAND HIGH SCHOOL52225,Riverside,Oakland,Adm,Alameda,2006,OAKLAND HIGH SCHOOL,African American,3
OAKLAND HIGH SCHOOL52225,Riverside,Oakland,Enr,Alameda,2006,OAKLAND HIGH SCHOOL,All,3
OAKLAND HIGH SCHOOL52225,Riverside,Oakland,Adm,Alameda,2006,OAKLAND HIGH SCHOOL,All,15
OAKLAND HIGH SCHOOL52225,Riverside,Oakland,App,Alameda,2006,OAKLAND HIGH SCHOOL,All,19
OAKLAND HIGH SCHOOL52225,Riverside,Oakland,App,Alameda,2004,OAKLAND HIGH SCHOOL,Asian,9
OAKLAND HIGH SCHOOL52225,Riverside,Oakland,Adm,Alameda,2004,OAKLAND HIGH SCHOOL,All,4
OAKLAND HIGH SCHOOL52225,Riverside,Oakland,App,Alameda,2004,OAKLAND HIGH SCHOOL,All,10
OAKLAND HIGH SCHOOL52225,Riverside,Oakland,Adm,Alameda,1999,OAKLAND HIGH SCHOOL,Asian,5
OAKLAND HIGH SCHOOL52225,Riverside,Oakland,App,Alameda,1999,OAKLAND HIGH SCHOOL,Asian,9
OAKLAND HIGH SCHOOL52225,Riverside,Oakland,Adm,Alameda,1999,OAKLAND HIGH SCHOOL,All,6
OAKLAND HIGH SCHOOL52225,Riverside,Oakland,App,Alameda,1999,OAKLAND HIGH SCHOOL,All,12
OAKLAND HIGH SCHOOL52225,Riverside,Oakland,App,Alameda,1998,OAKLAND HIGH SCHOOL,Asian,16
OAKLAND HIGH SCHOOL52225,Riverside,Oakland,Enr,Alameda,1998,OAKLAND HIGH SCHOOL,All,3
OAKLAND HIGH SCHOOL52225,Riverside,Oakland,Adm,Alameda,1998,OAKLAND HIGH SCHOOL,All,7
OAKLAND HIGH SCHOOL52225,Riverside,Oakland,App,Alameda,1998,OAKLAND HIGH SCHOOL,All,21
OAKLAND HIGH SCHOOL52225,Riverside,Oakland,Adm,Alameda,1997,OAKLAND HIGH SCHOOL,All,11
OAKLAND HIGH SCHOOL52225,Riverside,Oakland,App,Alameda,1997,OAKLAND HIGH SCHOOL,All,12
OAKLAND HIGH SCHOOL52225,Riverside,Oakland,Adm,Alameda,1996,OAKLAND HIGH SCHOOL,Asian,9
OAKLAND HIGH SCHOOL52225,Riverside,Oakland,App,Alameda,1996,OAKLAND HIGH SCHOOL,Asian,11
OAKLAND HIGH SCHOOL52225,Riverside,Oakland,Adm,Alameda,1996,OAKLAND HIGH SCHOOL,All,12
OAKLAND HIGH SCHOOL52225,Riverside,Oakland,App,Alameda,1996,OAKLAND HIGH SCHOOL,All,14
OAKLAND HIGH SCHOOL52225,Riverside,Oakland,Adm,Alameda,1994,OAKLAND HIGH SCHOOL,Asian,6
OAKLAND HIGH SCHOOL52225,Riverside,Oakland,App,Alameda,1994,OAKLAND HIGH SCHOOL,Asian,9
OAKLAND HIGH SCHOOL52225,Riverside,Oakland,Adm,Alameda,1994,OAKLAND HIGH SCHOOL,All,8
OAKLAND HIGH SCHOOL52225,Riverside,Oakland,App,Alameda,1994,OAKLAND HIGH SCHOOL,All,11
OAKLAND HIGH SCHOOL52225,San Diego,Oakland,App,Alameda,2018,OAKLAND HIGH SCHOOL,Asian,31
OAKLAND HIGH SCHOOL52225,San Diego,Oakland,App,Alameda,2018,OAKLAND HIGH SCHOOL,African American,5
OAKLAND HIGH SCHOOL52225,San Diego,Oakland,Adm,Alameda,2018,OAKLAND HIGH SCHOOL,All,18
OAKLAND HIGH SCHOOL52225,San Diego,Oakland,App,Alameda,2018,OAKLAND HIGH SCHOOL,All,39
OAKLAND HIGH SCHOOL52225,San Diego,Oakland,Adm,Alameda,2017,OAKLAND HIGH SCHOOL,Asian,10
OAKLAND HIGH SCHOOL52225,San Diego,Oakland,App,Alameda,2017,OAKLAND HIGH SCHOOL,Asian,21
OAKLAND HIGH SCHOOL52225,San Diego,Oakland,App,Alameda,2017,OAKLAND HIGH SCHOOL,African American,11
OAKLAND HIGH SCHOOL52225,San Diego,Oakland,Enr,Alameda,2017,OAKLAND HIGH SCHOOL,All,5
OAKLAND HIGH SCHOOL52225,San Diego,Oakland,Adm,Alameda,2017,OAKLAND HIGH SCHOOL,All,12
OAKLAND HIGH SCHOOL52225,San Diego,Oakland,App,Alameda,2017,OAKLAND HIGH SCHOOL,All,34
OAKLAND HIGH SCHOOL52225,San Diego,Oakland,Adm,Alameda,2016,OAKLAND HIGH SCHOOL,Asian,6
OAKLAND HIGH SCHOOL52225,San Diego,Oakland,App,Alameda,2016,OAKLAND HIGH SCHOOL,Asian,30
OAKLAND HIGH SCHOOL52225,San Diego,Oakland,App,Alameda,2016,OAKLAND HIGH SCHOOL,Hispanic/ Latino,5
OAKLAND HIGH SCHOOL52225,San Diego,Oakland,Enr,Alameda,2016,OAKLAND HIGH SCHOOL,All,3
OAKLAND HIGH SCHOOL52225,San Diego,Oakland,Adm,Alameda,2016,OAKLAND HIGH SCHOOL,All,7
OAKLAND HIGH SCHOOL52225,San Diego,Oakland,App,Alameda,2016,OAKLAND HIGH SCHOOL,All,37
OAKLAND HIGH SCHOOL52225,San Diego,Oakland,Adm,Alameda,2014,OAKLAND HIGH SCHOOL,Asian,14
OAKLAND HIGH SCHOOL52225,San Diego,Oakland,App,Alameda,2014,OAKLAND HIGH SCHOOL,Asian,35
OAKLAND HIGH SCHOOL52225,San Diego,Oakland,App,Alameda,2014,OAKLAND HIGH SCHOOL,African American,6
OAKLAND HIGH SCHOOL52225,San Diego,Oakland,Adm,Alameda,2014,OAKLAND HIGH SCHOOL,All,15
OAKLAND HIGH SCHOOL52225,San Diego,Oakland,App,Alameda,2014,OAKLAND HIGH SCHOOL,All,42
OAKLAND HIGH SCHOOL52225,San Diego,Oakland,App,Alameda,2013,OAKLAND HIGH SCHOOL,Asian,55
OAKLAND HIGH SCHOOL52225,San Diego,Oakland,App,Alameda,2013,OAKLAND HIGH SCHOOL,African American,6
OAKLAND HIGH SCHOOL52225,San Diego,Oakland,Enr,Alameda,2013,OAKLAND HIGH SCHOOL,All,3
OAKLAND HIGH SCHOOL52225,San Diego,Oakland,Adm,Alameda,2013,OAKLAND HIGH SCHOOL,All,15
OAKLAND HIGH SCHOOL52225,San Diego,Oakland,App,Alameda,2013,OAKLAND HIGH SCHOOL,All,66
OAKLAND HIGH SCHOOL52225,San Diego,Oakland,Adm,Alameda,2012,OAKLAND HIGH SCHOOL,Asian,16
OAKLAND HIGH SCHOOL52225,San Diego,Oakland,App,Alameda,2012,OAKLAND HIGH SCHOOL,Asian,37
OAKLAND HIGH SCHOOL52225,San Diego,Oakland,App,Alameda,2012,OAKLAND HIGH SCHOOL,Hispanic/ Latino,5
OAKLAND HIGH SCHOOL52225,San Diego,Oakland,Enr,Alameda,2012,OAKLAND HIGH SCHOOL,All,3
OAKLAND HIGH SCHOOL52225,San Diego,Oakland,Adm,Alameda,2012,OAKLAND HIGH SCHOOL,All,17
OAKLAND HIGH SCHOOL52225,San Diego,Oakland,App,Alameda,2012,OAKLAND HIGH SCHOOL,All,45
OAKLAND HIGH SCHOOL52225,San Diego,Oakland,Adm,Alameda,2011,OAKLAND HIGH SCHOOL,Asian,26
OAKLAND HIGH SCHOOL52225,San Diego,Oakland,App,Alameda,2011,OAKLAND HIGH SCHOOL,Asian,46
OAKLAND HIGH SCHOOL52225,San Diego,Oakland,Enr,Alameda,2011,OAKLAND HIGH SCHOOL,All,9
OAKLAND HIGH SCHOOL52225,San Diego,Oakland,Adm,Alameda,2011,OAKLAND HIGH SCHOOL,All,28
OAKLAND HIGH SCHOOL52225,San Diego,Oakland,App,Alameda,2011,OAKLAND HIGH SCHOOL,All,55
OAKLAND HIGH SCHOOL52225,San Diego,Oakland,Adm,Alameda,2010,OAKLAND HIGH SCHOOL,Asian,23
OAKLAND HIGH SCHOOL52225,San Diego,Oakland,App,Alameda,2010,OAKLAND HIGH SCHOOL,Asian,50
OAKLAND HIGH SCHOOL52225,San Diego,Oakland,Enr,Alameda,2010,OAKLAND HIGH SCHOOL,All,3
OAKLAND HIGH SCHOOL52225,San Diego,Oakland,Adm,Alameda,2010,OAKLAND HIGH SCHOOL,All,26
OAKLAND HIGH SCHOOL52225,San Diego,Oakland,App,Alameda,2010,OAKLAND HIGH SCHOOL,All,56
OAKLAND HIGH SCHOOL52225,San Diego,Oakland,Adm,Alameda,2009,OAKLAND HIGH SCHOOL,Asian,34
OAKLAND HIGH SCHOOL52225,San Diego,Oakland,App,Alameda,2009,OAKLAND HIGH SCHOOL,Asian,51
OAKLAND HIGH SCHOOL52225,San Diego,Oakland,Enr,Alameda,2009,OAKLAND HIGH SCHOOL,All,8
OAKLAND HIGH SCHOOL52225,San Diego,Oakland,Adm,Alameda,2009,OAKLAND HIGH SCHOOL,All,35
OAKLAND HIGH SCHOOL52225,San Diego,Oakland,App,Alameda,2009,OAKLAND HIGH SCHOOL,All,57
OAKLAND HIGH SCHOOL52225,San Diego,Oakland,Adm,Alameda,2007,OAKLAND HIGH SCHOOL,Asian,19
OAKLAND HIGH SCHOOL52225,San Diego,Oakland,App,Alameda,2007,OAKLAND HIGH SCHOOL,Asian,44
OAKLAND HIGH SCHOOL52225,San Diego,Oakland,Enr,Alameda,2007,OAKLAND HIGH SCHOOL,All,3
OAKLAND HIGH SCHOOL52225,San Diego,Oakland,Adm,Alameda,2007,OAKLAND HIGH SCHOOL,All,22
OAKLAND HIGH SCHOOL52225,San Diego,Oakland,App,Alameda,2007,OAKLAND HIGH SCHOOL,All,49
OAKLAND HIGH SCHOOL52225,San Diego,Oakland,Adm,Alameda,2006,OAKLAND HIGH SCHOOL,Asian,13
OAKLAND HIGH SCHOOL52225,San Diego,Oakland,App,Alameda,2006,OAKLAND HIGH SCHOOL,Asian,34
OAKLAND HIGH SCHOOL52225,San Diego,Oakland,Adm,Alameda,2006,OAKLAND HIGH SCHOOL,All,14
OAKLAND HIGH SCHOOL52225,San Diego,Oakland,App,Alameda,2006,OAKLAND HIGH SCHOOL,All,39
OAKLAND HIGH SCHOOL52225,San Diego,Oakland,App,Alameda,2003,OAKLAND HIGH SCHOOL,Asian,24
OAKLAND HIGH SCHOOL52225,San Diego,Oakland,Adm,Alameda,2003,OAKLAND HIGH SCHOOL,All,14
OAKLAND HIGH SCHOOL52225,San Diego,Oakland,App,Alameda,2003,OAKLAND HIGH SCHOOL,All,30
OAKLAND HIGH SCHOOL52225,San Diego,Oakland,Adm,Alameda,2002,OAKLAND HIGH SCHOOL,Asian,25
OAKLAND HIGH SCHOOL52225,San Diego,Oakland,App,Alameda,2002,OAKLAND HIGH SCHOOL,Asian,33
OAKLAND HIGH SCHOOL52225,San Diego,Oakland,Adm,Alameda,2002,OAKLAND HIGH SCHOOL,All,26
OAKLAND HIGH SCHOOL52225,San Diego,Oakland,App,Alameda,2002,OAKLAND HIGH SCHOOL,All,41
OAKLAND HIGH SCHOOL52225,Santa Barbara,Oakland,App,Alameda,2018,OAKLAND HIGH SCHOOL,Asian,33
OAKLAND HIGH SCHOOL52225,Santa Barbara,Oakland,App,Alameda,2018,OAKLAND HIGH SCHOOL,Hispanic/ Latino,5
OAKLAND HIGH SCHOOL52225,Santa Barbara,Oakland,App,Alameda,2018,OAKLAND HIGH SCHOOL,African American,5
OAKLAND HIGH SCHOOL52225,Santa Barbara,Oakland,Adm,Alameda,2018,OAKLAND HIGH SCHOOL,All,20
OAKLAND HIGH SCHOOL52225,Santa Barbara,Oakland,App,Alameda,2018,OAKLAND HIGH SCHOOL,All,44
OAKLAND HIGH SCHOOL52225,Santa Barbara,Oakland,Adm,Alameda,2017,OAKLAND HIGH SCHOOL,Asian,7
OAKLAND HIGH SCHOOL52225,Santa Barbara,Oakland,App,Alameda,2017,OAKLAND HIGH SCHOOL,Asian,24
OAKLAND HIGH SCHOOL52225,Santa Barbara,Oakland,App,Alameda,2017,OAKLAND HIGH SCHOOL,African American,15
OAKLAND HIGH SCHOOL52225,Santa Barbara,Oakland,Adm,Alameda,2017,OAKLAND HIGH SCHOOL,All,9
OAKLAND HIGH SCHOOL52225,Santa Barbara,Oakland,App,Alameda,2017,OAKLAND HIGH SCHOOL,All,40
OAKLAND HIGH SCHOOL52225,Santa Barbara,Oakland,App,Alameda,2016,OAKLAND HIGH SCHOOL,Asian,25
OAKLAND HIGH SCHOOL52225,Santa Barbara,Oakland,App,Alameda,2016,OAKLAND HIGH SCHOOL,Hispanic/ Latino,8
OAKLAND HIGH SCHOOL52225,Santa Barbara,Oakland,Adm,Alameda,2016,OAKLAND HIGH SCHOOL,All,6
OAKLAND HIGH SCHOOL52225,Santa Barbara,Oakland,App,Alameda,2016,OAKLAND HIGH SCHOOL,All,38
OAKLAND HIGH SCHOOL52225,Santa Barbara,Oakland,Adm,Alameda,2015,OAKLAND HIGH SCHOOL,Asian,8
OAKLAND HIGH SCHOOL52225,Santa Barbara,Oakland,App,Alameda,2015,OAKLAND HIGH SCHOOL,Asian,21
OAKLAND HIGH SCHOOL52225,Santa Barbara,Oakland,Adm,Alameda,2015,OAKLAND HIGH SCHOOL,Hispanic/ Latino,3
OAKLAND HIGH SCHOOL52225,Santa Barbara,Oakland,App,Alameda,2015,OAKLAND HIGH SCHOOL,Hispanic/ Latino,8
OAKLAND HIGH SCHOOL52225,Santa Barbara,Oakland,App,Alameda,2015,OAKLAND HIGH SCHOOL,African American,10
OAKLAND HIGH SCHOOL52225,Santa Barbara,Oakland,Adm,Alameda,2015,OAKLAND HIGH SCHOOL,All,12
OAKLAND HIGH SCHOOL52225,Santa Barbara,Oakland,App,Alameda,2015,OAKLAND HIGH SCHOOL,All,42
OAKLAND HIGH SCHOOL52225,Santa Barbara,Oakland,Adm,Alameda,2014,OAKLAND HIGH SCHOOL,Asian,8
OAKLAND HIGH SCHOOL52225,Santa Barbara,Oakland,App,Alameda,2014,OAKLAND HIGH SCHOOL,Asian,31
OAKLAND HIGH SCHOOL52225,Santa Barbara,Oakland,App,Alameda,2014,OAKLAND HIGH SCHOOL,African American,6
OAKLAND HIGH SCHOOL52225,Santa Barbara,Oakland,Adm,Alameda,2014,OAKLAND HIGH SCHOOL,All,11
OAKLAND HIGH SCHOOL52225,Santa Barbara,Oakland,App,Alameda,2014,OAKLAND HIGH SCHOOL,All,40
